0.000000000000000000e+00,1.314089964620654763e-02,8.592126691750434989e-03,9.790157428726530692e-03,5.091630632148406305e-03,1.160592276445592550e-03,0.000000000000000000e+00,3.837442204376555980e-03,6.364538290185507881e-03,5.990153684880477431e-04,2.059115329177664219e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.995076842440238716e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.497538421220119358e-04,0.000000000000000000e+00,1.123153815915089586e-04,1.123153815915089586e-04,0.000000000000000000e+00
1.216749967241347041e-02,0.000000000000000000e+00,3.931038355702813104e-03,6.682765204694783058e-03,7.206903652121825037e-03,1.359016117257258460e-02,9.939911270848542438e-03,2.059115329177664219e-04,6.926115198143051929e-04,1.890642256790400679e-03,1.235469197506598423e-03,1.871923026525149197e-05,1.497538421220119358e-04,1.871923026525149197e-05,7.300499803448082378e-04,6.364538290185507881e-04,4.492615263660358345e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.305422961007843120e-04,2.246307631830179172e-04,1.497538421220119358e-04
9.022668987851220276e-03,5.016753711087400432e-03,0.000000000000000000e+00,1.553696112015873817e-03,7.974392092997136319e-03,1.166208045525168012e-02,2.321184552891185013e-02,9.490649744482507200e-03,3.556653750397783848e-04,1.534976881750622349e-03,1.609853802811628438e-03,0.000000000000000000e+00,1.310346118567604404e-04,0.000000000000000000e+00,8.049269014058142192e-04,1.291626888302353044e-03,1.291626888302353044e-03,1.871923026525149197e-05,0.000000000000000000e+00,9.733999737930776504e-04,5.615769079575447931e-05,1.871923026525149265e-04
9.621684356339267261e-03,5.990153684880477648e-03,1.029557664588832055e-03,0.000000000000000000e+00,7.487692106100596789e-05,7.805919020609872888e-03,0.000000000000000000e+00,5.391138316392429797e-03,2.620692237135208809e-04,2.414780704217442658e-03,3.182269145092753940e-04,0.000000000000000000e+00,5.615769079575447931e-05,0.000000000000000000e+00,1.497538421220119358e-04,1.871923026525149197e-05,3.743846053050298395e-05,7.487692106100596789e-05,0.000000000000000000e+00,1.123153815915089586e-04,1.871923026525149197e-05,0.000000000000000000e+00
5.428576776922933167e-03,5.522172928249190725e-03,7.993111323262388004e-03,3.556653750397783848e-04,0.000000000000000000e+00,2.472810318039722274e-02,2.615076468055633693e-02,3.369461447745268623e-04,4.118230658355328437e-04,5.035472941352651249e-03,8.535969000954679933e-03,1.104434585649838145e-03,2.283746092360682163e-03,2.826603770052975393e-03,3.275865296419011065e-03,1.591134572546376970e-03,1.815765335729394806e-03,3.837442204376555980e-03,1.037045356694932773e-02,2.096553789708167047e-03,1.366503809363358917e-03,8.985230527320716689e-04
1.310346118567604513e-03,1.984238408116658151e-02,2.240691862750603808e-02,8.161584395649651436e-03,1.826996873888545730e-02,0.000000000000000000e+00,3.642762209617940450e-02,3.668969131989292549e-03,0.000000000000000000e+00,3.519215289867280803e-03,6.738922895490537246e-04,3.743846053050298530e-04,2.658130697665711962e-03,3.182269145092753940e-04,5.615769079575447931e-05,5.615769079575447931e-05,2.002957638381909922e-03,1.871923026525149197e-05,0.000000000000000000e+00,2.807884539787724033e-04,0.000000000000000000e+00,2.246307631830179172e-04
0.000000000000000000e+00,3.800003743846053043e-03,1.448868422530465508e-02,0.000000000000000000e+00,2.869657999663053835e-02,4.355964882724022713e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.601973006869957340e-03,1.553696112015873817e-03,2.246307631830179227e-03,8.067988244323393010e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.219707605623256877e-03,7.075869040265064108e-03,2.059115329177664219e-04,0.000000000000000000e+00,1.722169184403137248e-03,0.000000000000000000e+00,4.623649875517118514e-03
3.912319125437562287e-03,2.620692237135208809e-04,8.835476685198705160e-03,3.556653750397783739e-03,2.807884539787724033e-04,6.252222908593998638e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.556653750397783848e-04,2.489657625278448531e-03,2.995076842440238716e-04,0.000000000000000000e+00,1.871923026525149265e-04,5.615769079575447931e-05,8.049269014058142192e-04,9.359615132625746326e-05,1.871923026525149197e-05,5.615769079575447931e-05,0.000000000000000000e+00,7.487692106100596789e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.297542165066172239e-03,8.423653619363171557e-04,4.866999868965388252e-04,2.620692237135208809e-04,4.305422961007843120e-04,9.359615132625746326e-05,0.000000000000000000e+00,3.556653750397783848e-04,0.000000000000000000e+00,9.359615132625746326e-05,8.423653619363171557e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.487692106100596789e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.743846053050298395e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.241384474270417617e-04,1.647292263342131375e-03,1.797046105464143338e-03,2.433499934482693909e-03,4.530053724190860956e-03,3.332022987214765686e-03,3.051234533235993446e-03,2.545815316074203152e-03,2.620692237135208809e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.032515302970741761e-03,1.871923026525149211e-03,5.054192171617902934e-04,9.172422829973231372e-04,9.733999737930776504e-04,7.300499803448082378e-04,7.487692106100596789e-05,9.359615132625746326e-05,2.620692237135208809e-04,5.241384474270417617e-04,5.428576776922933384e-04
